frame,left_ankle_x,right_ankle_x,left_knee_x,right_knee_x,left_hip_x,right_hip_x,left_shoulder_x,right_shoulder_x,left_elbow_x,right_elbow_x,left_wrist_x,right_wrist_x,center_of_gravity_x,left_ankle_y,right_ankle_y,left_knee_y,right_knee_y,left_hip_y,right_hip_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,center_of_gravity_y,vel_left_ankle,vel_right_ankle,vel_left_knee,vel_right_knee,vel_left_hip,vel_right_hip,vel_left_shoulder,vel_right_shoulder,vel_left_elbow,vel_right_elbow,vel_left_wrist,vel_right_wrist,vel_center_of_gravity,acc_left_ankle,acc_right_ankle,acc_left_knee,acc_right_knee,acc_left_hip,acc_right_hip,acc_left_shoulder,acc_right_shoulder,acc_left_elbow,acc_right_elbow,acc_left_wrist,acc_right_wrist,acc_center_of_gravity
10,0.44376832246780396,0.16583329439163208,0.3319336771965027,0.1706644892692566,0.44508394598960876,0.30971330404281616,0.34116289019584656,0.3452150821685791,0.4410581588745117,0.4784337282180786,0.36862805485725403,0.4900294542312622,0.46906667947769165,0.73642897605896,0.35501277446746826,0.7261675596237183,0.5188044905662537,0.6493130922317505,0.3227052092552185,0.6170942187309265,0.5305452346801758,0.5512766540050507,0.2979615330696106,0.5214322805404663,0.393167644739151,0.8181758671998978,3.559375593315002e-05,0.002113213093191513,0.0017300670271166647,0.00409642435399525,0.002105829202347389,0.0020769937020858275,0.0022551522052500286,0.0015338282673468928,0.004446855083466655,0.0017902627469335779,0.008812699016275035,0.002999168965921418,0.0023836442758967467,-2.8380608781869015e-05,-0.00024914133836293276,-0.0008743550581627263,-0.001709679730916559,-0.0008492512568410416,-0.0008129247115347827,-0.0012329077778385714,-0.0005208322906824739,-0.0028904462031918974,-0.0012860827834828051,-0.007062194797627331,-0.0025419132699037125,-0.0018268124922710088
11,0.44373273849487305,0.16583412885665894,0.33154532313346863,0.16858726739883423,0.4438406527042389,0.3085102438926697,0.3402569890022278,0.34122008085250854,0.4390535354614258,0.4777887463569641,0.3670693337917328,0.48865675926208496,0.4668467938899994,0.7368262410163879,0.3536921441555023,0.725387454032898,0.5158578157424927,0.6459826827049255,0.3242795169353485,0.6162418127059937,0.5264026522636414,0.543498307466507,0.3001477122306824,0.5193790793418884,0.39079663157463074,0.8184209316968918,7.213147151281009e-06,0.0018640717548285804,0.0008557119689539383,0.002386744623078691,0.0012565779455063473,0.0012640689905510448,0.0010222444274114572,0.0010129959766644189,0.0015564088802747576,0.0005041799634507727,0.0017505042186477043,0.00045725569601770544,0.0005568317836257379,0.00047326001731169914,0.00545950122061363,0.004240442615477757,0.0041418947764008795,0.003936244198816056,0.004134860001968532,0.007835773403665598,0.007722588661345243,0.010061711289635886,0.0013415419255541382,0.02266408417994,0.008038768112843066,0.012365915191348182
12,0.4437256455421448,0.16583281755447388,0.33136361837387085,0.1667320728302002,0.4432292878627777,0.3079115152359009,0.34005340933799744,0.3388420343399048,0.4378237724304199,0.4775305390357971,0.36596739292144775,0.4880374073982239,0.46585002541542053,0.7370530366897583,0.35282638669013977,0.7248615026473999,0.514924943447113,0.6447368264198303,0.3247089684009552,0.6159776747226715,0.5256908535957336,0.5418990552425385,0.3005372881889343,0.5191396772861481,0.3902711570262909,0.8186051547527313,0.00048047316446298016,0.007323572975442211,0.005096154584431695,0.00652863939947957,0.005192822144322404,0.005398928992519577,0.008858017831077055,0.008735584638009662,0.011618120169910644,0.001845721889004911,0.024414588398587705,0.008496023808860772,0.01292274697497392,0.0007422318896005928,-0.0042598850289101015,-0.0036041649753891626,-0.003133374173963886,-0.003545466397827432,-0.004194074221477076,-0.007346642790119783,-0.006908587180561265,-0.008041163438410768,-0.00038827248374956216,-0.020372830259380262,-0.006956373274647527,-0.010982466266896395
13,0.443265825510025,0.165693461894989,0.33131104707717896,0.15940868854522705,0.4381389617919922,0.3081551790237427,0.34023287892341614,0.3323158621788025,0.4326464533805847,0.47712957859039307,0.36110052466392517,0.4857003092765808,0.4570554196834564,0.7381110489368439,0.34409087896347046,0.7248981595039368,0.5045068860054016,0.6395943760871887,0.32377663254737854,0.6143847405910492,0.5020216703414917,0.5478858649730682,0.30823495984077454,0.5155440866947174,0.37741410732269287,0.8199065625667572,0.001222705054063573,0.00306368794653211,0.0014919896090425328,0.0033952652255156844,0.0016473557464949712,0.0012048547710425009,0.0015113750409572722,0.001826997457448397,0.0035769567314998755,0.0014574494052553488,0.004041758139207444,0.0015396505342132447,0.001940280708077524,0.00012095885191766749,-0.0024432627151962515,-0.0004723193415761384,-0.0014185803639345726,-3.7952067526280525e-05,-0.000356861467290168,-0.00040224300468815854,-0.0014193560234021091,-0.00240310592280229,-0.0006642736491369132,-0.0024637383752873555,-0.00046997455728679804,0.00036836244030501696
14,0.44265300035476685,0.16463541984558105,0.3311465382575989,0.15634942054748535,0.43668633699417114,0.30781471729278564,0.3403432369232178,0.3289223909378052,0.4310024678707123,0.47702425718307495,0.36000192165374756,0.48520559072494507,0.4556591510772705,0.7386895716190338,0.342264860868454,0.7249579727649689,0.5015243887901306,0.6376197040081024,0.3232283890247345,0.6157351434230804,0.5001214146614075,0.5514530539512634,0.30945438146591187,0.5164840519428253,0.3754781484603882,0.820035994052887,0.0013436639059812405,0.0006204252313358583,0.0010196702674663944,0.001976684861581112,0.0016094036789686907,0.0008479933037523329,0.0011091320362691137,0.0004076414340462879,0.0011738508086975856,0.0007931757561184356,0.0015780197639200882,0.0010696759769264466,0.002308643148382541,0.0009867192037744628,-0.00027006185756365137,0.005281940806071167,-0.0012570919490877894,0.0038361065757240532,0.006552478749839586,0.009999996948676712,0.013373252161599802,0.013624135879546116,0.004767117024574709,0.01872766289034022,0.003393805210275158,0.0134551772448998
15,0.4425045847892761,0.16329997777938843,0.3311457633972168,0.1557289958000183,0.43582838773727417,0.30726367235183716,0.3405057489871979,0.32695239782333374,0.4294656217098236,0.4765464663505554,0.35951298475265503,0.4845127463340759,0.4546174108982086,0.7390702962875366,0.3419328033924103,0.7251944243907928,0.5004337430000305,0.6371856331825256,0.3231472671031952,0.6165241599082947,0.49857068061828613,0.5517452359199524,0.30997222661972046,0.5174200236797333,0.37317758798599243,0.819842979311943,0.0023303831097557033,0.00035036337377220694,0.006301611073537562,0.0007195929124933225,0.005445510254692744,0.007400472053591919,0.011109128984945826,0.013780893595646089,0.0147979866882437,0.005560292780693144,0.020305682654260308,0.004463481187201605,0.015763820393282342,-0.001817278377361165,0.0009601365884486718,-0.0037850797166636193,-0.0005248402743944342,-0.004926553967923988,-0.0067661806712148,-0.008891895246139023,-0.011077734444290917,-0.009598342502046685,-0.0031102406966195166,-0.015844671442641484,-0.002713642381170343,-0.01131169014547248
16,0.4421950876712799,0.1656097173690796,0.3314915597438812,0.15578538179397583,0.42968183755874634,0.30865299701690674,0.34064334630966187,0.3276587128639221,0.42402011156082153,0.47654539346694946,0.3537636697292328,0.479853093624115,0.44354915618896484,0.7400223910808563,0.32889631390571594,0.7207264304161072,0.48564964532852173,0.6365446448326111,0.319028377532959,0.6127889752388,0.47843146324157715,0.5543399751186371,0.30561563372612,0.5164490640163422,0.3579416871070862,0.8238883912563324,0.0005131047323945384,0.0013104999622208788,0.0025165313568739425,0.00019475263809888823,0.0005189562867687567,0.000634291382377119,0.002217233738806803,0.0027031591513551716,0.005199644186197016,0.0024500520840736277,0.004461011211618825,0.0017498388060312618,0.0044521302478098615,0.00020720391332993402,-0.0005388147297951813,-0.0011584458824639363,0.00027014577150239545,0.0017207776617114228,0.00015803320602175816,-0.0001800996318892514,-0.0015191915323551973,-0.0035257824079973927,3.10335197629295e-05,-0.0035992751488865367,-0.0002056532130107877,-0.002046651953388934
17,0.4417259097099304,0.16581743955612183,0.33153581619262695,0.1544756293296814,0.42716652154922485,0.30873119831085205,0.34057867527008057,0.32747501134872437,0.42374753952026367,0.47698700428009033,0.3531562387943268,0.4800357222557068,0.44144660234451294,0.7407262325286865,0.3264961838722229,0.7194828689098358,0.48046422004699707,0.6361603736877441,0.3170766532421112,0.6113079190254211,0.47397875785827637,0.5546120703220367,0.30386656522750854,0.5165009796619415,0.3594280481338501,0.8280850797891617,0.0007203086457244724,0.0007716852324256975,0.0013580854744100063,0.0004648984096012837,0.0022397339484801796,0.0007923245883988772,0.0020371341069175515,0.0011839676189999743,0.001673861778199623,0.002481085603836557,0.0008617360627322883,0.001544185593020474,0.0024054782944209277,0.004202279257029595,-0.0003549179925722214,0.008085545749335135,0.007910668836249043,0.012061716313052855,0.007234015207820662,0.015481821229766046,0.007753703308839536,0.013350098993695646,0.009679171253910834,0.019272848044479516,0.01084186874537196,0.012395675307870724
18,0.4411732256412506,0.1662793755531311,0.3316294848918915,0.15524160861968994,0.4267125129699707,0.3100111484527588,0.34017935395240784,0.3277130722999573,0.42436152696609497,0.4791409373283386,0.3525766134262085,0.48057591915130615,0.4401879906654358,0.7423280477523804,0.3253440260887146,0.7197554707527161,0.47923779487609863,0.6372995376586914,0.3149494528770447,0.6125849485397339,0.4747994542121887,0.554874837398529,0.30297666788101196,0.5177629590034485,0.35857853293418884,0.8303355574607849,0.004922587902754068,0.0004167672398534761,0.009443631223745141,0.008375567245850327,0.014301450261533033,0.008026339796219539,0.017518955336683597,0.00893767092783951,0.01502396077189527,0.01216025685774739,0.020134584107211806,0.012386054338392434,0.014801153602291652,-0.002941638778481735,-0.0003056618597056207,-0.007210121345154592,-0.006012915884781162,-0.008542643730927255,-0.0036178228671476026,-0.01495461589867194,-0.005808112598249928,-0.01133970206900805,-0.005390900843662901,-0.014219633285260864,-0.006651567913857649,-0.01396906348060947
19,0.43911439180374146,0.17075073719024658,0.3318314850330353,0.15560615062713623,0.4179251790046692,0.31347018480300903,0.33180755376815796,0.32796424627304077,0.41100868582725525,0.48426276445388794,0.3445526361465454,0.48077064752578735,0.4234068989753723,0.7473588287830353,0.31641441583633423,0.7193759679794312,0.46423736214637756,0.6381400227546692,0.30303657054901123,0.6101446449756622,0.4564538598060608,0.5465778112411499,0.2909824252128601,0.5146722495555878,0.3437860310077667,0.8298295587301254,0.0019809491242723325,0.00011110538014785544,0.0022335098785905495,0.0023626513610691645,0.005758806530605779,0.004408516929071936,0.002564339438011658,0.003129558329589582,0.00368425870288722,0.006769356014084489,0.005914950821950942,0.005734486424534785,0.0008320901216821816,-0.0014426464921299925,0.00011337282819777783,-0.001759284079720958,-0.0013827602009310932,-0.004540363066627818,-0.0037367738061478044,-0.001993544290511482,-0.0024658860368217237,-0.002651776295664052,-0.006038808171810098,-0.004086816323332571,-0.0049857689420561725,0.00272532405395089
20,0.437844455242157,0.17227107286453247,0.3318496346473694,0.1554965376853943,0.4156922698020935,0.3134183883666992,0.3294449746608734,0.3279457688331604,0.4052586555480957,0.48394495248794556,0.3404111862182617,0.47925955057144165,0.4208584427833557,0.7470738589763641,0.31334978342056274,0.7187418043613434,0.4610041677951813,0.6363736093044281,0.29949578642845154,0.6043751537799835,0.4527854919433594,0.5419377982616425,0.28605005145072937,0.5117471814155579,0.3430458903312683,0.8294493407011032,0.00053830263214234,0.00022447820834563327,0.0004742257988695917,0.0009798911601380713,0.0012184434639779605,0.0006717431229241318,0.0005707951475001757,0.0006636722927678582,0.0010324824072231679,0.0007305478422743907,0.0018281344986183707,0.0007487174824786129,0.003557414175633072,0.002387736104620403,0.0001991486117093038,0.01208298006274107,0.006196189325922162,0.011928509284350578,0.009542168014078303,0.017170464060022077,0.011031896427344794,0.009021180009574449,0.012063536746693635,0.016311482346745065,0.017373247329456085,0.001653160241436765
21,0.43751606345176697,0.17269760370254517,0.3319527804851532,0.15569591522216797,0.4152653217315674,0.31321197748184204,0.3304121196269989,0.32810330390930176,0.4040612578392029,0.48371946811676025,0.33995839953422546,0.4787633419036865,0.4214291572570801,0.747083455324173,0.31269949674606323,0.7188744246959686,0.4600036144256592,0.6361188292503357,0.2991746664047241,0.6050313413143158,0.45158734917640686,0.5405570268630981,0.28530746698379517,0.5116515457630157,0.33950144052505493,0.8291459083557129,0.0029260387367627434,0.00042362682005493707,0.012557205861610661,0.007176080486060233,0.013146952748328538,0.010213911137002435,0.01774125920752225,0.011695568720112652,0.010053662416797617,0.012794084588968026,0.018139616845363436,0.018121964811934697,0.005210574417069837,-0.0014790118255893498,8.458125732661821e-05,-0.010209581298129974,-0.005620323005025335,-0.009878962633907314,-0.005594451074875449,-0.016592796683364566,-0.009505068352855441,-0.00817982684039667,-0.01030623678341332,-0.015871794766544316,-0.014055837485086101,-0.0035190276394847352
22,0.43484315276145935,0.17388808727264404,0.33200207352638245,0.1552751660346985,0.40288621187210083,0.31531935930252075,0.32323673367500305,0.32820314168930054,0.391368567943573,0.4871455430984497,0.3297474682331085,0.47901004552841187,0.4038209319114685,0.7492520213127136,0.30113476514816284,0.7171299159526825,0.44995784759521484,0.636517196893692,0.28659170866012573,0.6027166545391083,0.4335145950317383,0.5390009880065918,0.2673988342285156,0.5088790953159332,0.33429619669914246,0.8289102762937546,0.0014470269111733936,0.0005082080773815553,0.002347624563480687,0.0015557574810348982,0.0032679901144212244,0.0046194600621269856,0.0011484625241576854,0.0021905003672572105,0.0018738355764009462,0.002487847805554705,0.0022678220788191193,0.004066127326848597,0.0016915467775851015,-0.0003542609459747921,-0.0004000541724363962,-0.002100907652634393,-0.001290126975818226,-0.0011111395416514244,-0.001690768620721872,0.00046064692762712994,-0.0016685857977988194,-0.0007661233123208754,-0.0012987378185222857,-0.0004137880074268033,-0.0015719049597056859,2.7852562229318742e-05
23,0.4341588616371155,0.17516309022903442,0.3316888213157654,0.1548749804496765,0.4005604684352875,0.3156391382217407,0.3218141198158264,0.32757341861724854,0.3881022334098816,0.48724955320358276,0.32512930035591125,0.47911930084228516,0.403019517660141,0.75007463991642,0.29895320534706116,0.7173276245594025,0.4480963349342346,0.636302649974823,0.2870181202888489,0.600265622138977,0.43124741315841675,0.5390548706054688,0.2665349841117859,0.5049057900905609,0.3326164782047272,0.8287105858325958,0.0010927659651986015,0.00010815390494515907,0.0002467169108462938,0.000265630505216672,0.0021568505727698,0.0029286914414051136,0.0016091094517848153,0.000521914569458391,0.0011077122640800708,0.0011891099870324194,0.001854034071392316,0.002494222367142911,0.0017193993398144202,0.006704532599780271,0.00016227650174177285,0.020229402463945053,0.005166387861598503,0.00982610880489788,0.006285609467327739,0.01021615466391521,0.006989851240790497,0.007300948466116721,0.008599729816074288,0.010887522658640715,0.012052261290153955,0.0065972261883771545
24,0.43307384848594666,0.17529302835464478,0.33170920610427856,0.15498119592666626,0.40033477544784546,0.31553947925567627,0.3215699791908264,0.32746875286102295,0.386075884103775,0.4879884123802185,0.32221609354019165,0.4794200658798218,0.40409141778945923,0.7512747496366501,0.2994738519191742,0.7173639833927155,0.44704240560531616,0.6359616816043854,0.28802648186683655,0.5996353924274445,0.4306490421295166,0.5373000502586365,0.2685851454734802,0.5063263475894928,0.3310920298099518,0.8279153555631638,0.007797298564978872,0.0002704304066869319,0.020476119374791348,0.005432018366815175,0.01198295937766768,0.009214300908732853,0.011825264115700026,0.007511765810248888,0.008408660730196792,0.009788839803106708,0.012741556730033032,0.014546483657296865,0.008316625528191575,-0.0033512922565359033,0.0004316618529886488,-0.012935804400075638,-0.0009169119173257703,-0.008657292506370207,-0.006491003574274271,-0.010361385417288333,-0.0057125889434207775,-0.006834692187094857,-0.008304297599879364,-0.011516824943856587,-0.011041784478886228,-0.005705431371404099
25,0.4254855215549469,0.1734999418258667,0.3317033350467682,0.1547108292579651,0.3811562657356262,0.322712779045105,0.32116299867630005,0.3328855037689209,0.3764966130256653,0.4951876401901245,0.3166283071041107,0.48674672842025757,0.3926936089992523,0.754425436258316,0.2919635772705078,0.7175136506557465,0.43920302391052246,0.6390030086040497,0.2782844305038452,0.6005913317203522,0.4179131090641022,0.5369215309619904,0.2540401518344879,0.5065345466136932,0.3227776885032654,0.8281102627515793,0.004446006308442969,0.0007020922596755807,0.00754031497471571,0.0045151064494894045,0.003325666871297474,0.0027232973344585823,0.0014638786984116922,0.0017991768668281106,0.001573968543101935,0.0014845422032273444,0.0012247317861764453,0.003504699178410637,0.0026111941567874765,-0.002058839820108682,-0.0005931421223074511,-0.006167154579089847,-0.0039201313626841755,-0.0010674396641561891,0.0003354974505098045,-0.0006458182133175564,-0.000600028765362778,-0.0007245542282796805,-0.0005893397690152087,0.0007876800073720542,-0.002948498115517407,-0.002183838586114702
